employee_id,age,city,department,salary,join_date,performance_score
36.0,43.0,Phoenix,Marketing,91925.0,2015-09-07,4.3
37.0,30.0,New York,Finance,111979.0,2017-06-14,3.5
38.0,27.0,Phoenix,Engineering,65223.0,2015-07-16,1.7
39.0,53.0,Chicago,HR,120184.0,2016-06-20,3.4
40.0,59.0,New York,Marketing,50943.0,2018-10-27,4.9
41.0,59.0,Chicago,Marketing,123017.0,2023-03-12,4.9
42.0,58.0,Houston,Finance,97626.0,2015-01-11,4.1
43.0,43.0,Houston,Finance,51677.0,2023-01-26,3.8
44.0,51.0,Houston,Engineering,141132.0,2023-01-29,4.5
45.0,49.0,Chicago,Sales,129636.0,2017-01-29,4.7
46.0,29.0,Houston,Marketing,43534.0,2019-06-26,1.7
47.0,40.0,,HR,54222.0,2015-08-14,2.0
48.0,64.0,Houston,Sales,117843.0,2023-12-28,1.3
49.0,53.0,Phoenix,Marketing,126406.0,2016-01-01,4.6
50.0,49.0,Los Angeles,Sales,105999.0,2024-07-25,4.5
51.0,44.0,New York,HR,133030.0,2020-02-01,2.8
52.0,52.0,New York,,54717.0,2023-08-03,4.1
53.0,62.0,New York,Marketing,63296.0,2018-08-06,4.8
54.0,22.0,Houston,Marketing,115066.0,2020-11-11,3.3
55.0,65.0,,HR,84169.0,2021-04-20,3.2
56.0,45.0,Houston,Engineering,67518.0,2020-08-15,2.1
57.0,32.0,Phoenix,Sales,96677.0,2019-01-01,4.5
58.0,40.0,Chicago,Sales,131172.0,2020-09-28,1.3
59.0,43.0,Houston,Engineering,148353.0,2022-07-08,4.2
60.0,42.0,Chicago,Sales,59015.0,2021-01-29,4.1
61.0,38.0,,Sales,138124.0,2022-06-21,2.0
62.0,44.0,Los Angeles,HR,132569.0,2020-08-15,1.9
63.0,37.0,Chicago,HR,60517.0,2018-06-24,4.9
64.0,25.0,Phoenix,Engineering,73660.0,,3.5
65.0,29.0,Los Angeles,Marketing,82663.0,2018-11-08,3.0
66.0,46.0,Phoenix,Engineering,98554.0,2021-07-08,5.0
67.0,22.0,New York,Sales,57806.0,2021-02-10,3.0
68.0,60.0,Los Angeles,HR,75379.0,2024-06-06,2.9
69.0,64.0,Phoenix,Finance,140011.0,2022-09-17,1.9
70.0,26.0,Chicago,Marketing,104966.0,2020-11-13,2.2
71.0,42.0,Los Angeles,Engineering,,2018-03-05,3.9
72.0,29.0,Houston,HR,137759.0,2015-05-21,3.1
73.0,30.0,Chicago,HR,66812.0,2022-05-27,5.0
74.0,38.0,Chicago,Finance,111472.0,2016-07-01,2.6
75.0,63.0,Los Angeles,HR,58426.0,,4.8
76.0,54.0,Los Angeles,Marketing,140490.0,2019-02-23,4.1
77.0,41.0,New York,Engineering,73288.0,2024-04-02,2.7
78.0,21.0,Chicago,Engineering,70813.0,2015-11-21,1.8
79.0,26.0,Chicago,HR,65748.0,2016-06-08,1.5
80.0,33.0,Los Angeles,Engineering,55090.0,2016-10-15,1.5
81.0,36.0,Phoenix,Finance,138082.0,2015-06-07,3.8
82.0,48.0,Los Angeles,,116393.0,2016-06-17,3.1
83.0,37.0,Phoenix,Engineering,75976.0,2021-08-19,2.2
84.0,42.0,Los Angeles,HR,83208.0,2015-08-22,4.6
85.0,34.0,Houston,Sales,103698.0,2016-10-06,3.4
86.0,64.0,Chicago,Engineering,149668.0,2024-06-19,1.8
87.0,28.0,Chicago,HR,103481.0,2022-08-25,2.5
88.0,48.0,Chicago,Marketing,123377.0,2023-10-14,1.1
89.0,39.0,Phoenix,Marketing,133996.0,2022-01-22,4.3
90.0,52.0,New York,Marketing,67555.0,2021-11-05,2.4
91.0,48.0,,Finance,124442.0,2015-05-29,4.4
92.0,36.0,Phoenix,Engineering,125314.0,2022-01-13,1.3
93.0,55.0,Chicago,Marketing,109053.0,2020-03-07,4.3
94.0,36.0,Phoenix,Marketing,102143.0,2021-09-13,2.3
95.0,57.0,New York,Engineering,111886.0,2015-07-02,4.5
96.0,61.0,Chicago,Marketing,48416.0,2019-10-04,2.6
97.0,37.0,Phoenix,Marketing,71038.0,2020-02-17,
98.0,44.0,Chicago,Engineering,47459.0,2021-02-20,4.1
99.0,39.0,Phoenix,Finance,124725.0,2022-12-02,3.2
100.0,55.0,Houston,Finance,,2022-03-13,1.5
101.0,45.0,Los Angeles,Sales,52821.0,2018-10-23,4.0
102.0,32.0,Los Angeles,Engineering,130157.0,2019-09-14,2.2
103.0,59.0,Phoenix,Marketing,61728.0,2020-08-11,3.5
104.0,40.0,Houston,Engineering,48001.0,2022-03-28,3.6
105.0,31.0,Los Angeles,Marketing,145712.0,,1.5
106.0,44.0,Houston,Engineering,68467.0,2018-03-12,4.9
107.0,,Chicago,Engineering,67929.0,2016-07-13,3.7
108.0,45.0,Houston,HR,53421.0,2020-07-07,4.0
109.0,60.0,New York,Finance,79610.0,2021-09-08,3.2
110.0,45.0,Chicago,Finance,111150.0,2022-08-26,1.7
111.0,38.0,Chicago,Marketing,72138.0,2019-04-21,2.5
112.0,65.0,Phoenix,Finance,58598.0,2022-07-29,1.9
113.0,64.0,Los Angeles,Finance,44489.0,2018-07-10,2.9
114.0,31.0,New York,Finance,123276.0,,
115.0,27.0,Houston,Marketing,103057.0,2017-09-02,2.6
116.0,59.0,Houston,HR,51632.0,2022-03-27,1.6
117.0,48.0,Phoenix,Engineering,45276.0,2024-09-26,1.8
118.0,33.0,Houston,HR,69344.0,2022-07-16,1.9
119.0,52.0,Houston,Engineering,60957.0,2021-11-18,2.4
120.0,21.0,New York,HR,75707.0,2024-06-22,4.4
121.0,58.0,Los Angeles,Sales,49869.0,2018-02-10,4.1
122.0,49.0,Los Angeles,Marketing,85343.0,2017-12-26,4.9
123.0,51.0,Chicago,Marketing,47703.0,2020-10-23,3.4
124.0,48.0,New York,,55662.0,2023-07-23,2.7
125.0,50.0,Phoenix,Finance,98006.0,2023-01-13,2.9
126.0,45.0,Los Angeles,Marketing,149001.0,2017-11-10,1.4
127.0,49.0,Chicago,Finance,115263.0,2023-03-02,3.8
128.0,42.0,Houston,HR,73877.0,2023-09-14,3.8
129.0,50.0,Chicago,Engineering,80275.0,2022-07-13,4.6
130.0,45.0,New York,Sales,55577.0,2017-12-10,3.1
131.0,57.0,Phoenix,Finance,132320.0,2016-07-27,2.2
132.0,35.0,Houston,Sales,77567.0,2020-08-26,2.8
133.0,44.0,Chicago,Marketing,73943.0,2017-10-22,1.8
134.0,41.0,New York,Finance,50983.0,2020-10-08,3.1
135.0,61.0,Los Angeles,Finance,109310.0,2015-05-11,4.0
136.0,55.0,New York,Marketing,102274.0,2018-02-08,1.1
137.0,,Los Angeles,,130056.0,2019-07-07,1.6
138.0,23.0,Houston,Engineering,88120.0,2016-08-12,4.5
139.0,42.0,Chicago,HR,134076.0,2017-08-02,1.4
140.0,46.0,Phoenix,HR,48665.0,2017-07-17,3.2
141.0,,Los Angeles,HR,77339.0,2016-06-14,3.7
142.0,59.0,Phoenix,Engineering,138908.0,2018-03-13,
143.0,62.0,Phoenix,Finance,79532.0,2024-07-19,4.2
144.0,41.0,Los Angeles,Sales,56063.0,2018-05-24,4.7
145.0,56.0,Chicago,Engineering,75501.0,2019-08-16,1.1
146.0,62.0,Phoenix,Engineering,94294.0,2016-04-28,4.7
147.0,42.0,Phoenix,Engineering,79086.0,2016-06-14,2.9
148.0,36.0,Los Angeles,Engineering,89159.0,2020-12-24,4.1
149.0,50.0,Houston,HR,146927.0,,2.5
150.0,63.0,Phoenix,Sales,139904.0,2022-05-26,3.6
151.0,29.0,Chicago,Marketing,142456.0,2023-10-02,1.6
152.0,23.0,New York,Sales,94879.0,2017-05-23,2.6
153.0,57.0,Phoenix,HR,81311.0,2016-08-30,1.2
154.0,56.0,Phoenix,Marketing,53238.0,2020-12-12,4.7
155.0,60.0,Chicago,HR,50212.0,2024-05-12,2.9
156.0,31.0,Houston,Sales,49952.0,2024-10-06,3.5
157.0,39.0,New York,Sales,43707.0,2015-10-14,4.7
158.0,50.0,Los Angeles,,146331.0,2016-03-13,3.5
159.0,53.0,Houston,Sales,115110.0,2024-07-13,1.5
160.0,21.0,New York,Marketing,82658.0,2017-03-29,4.1
161.0,29.0,Phoenix,Marketing,141179.0,2022-04-05,1.6
162.0,40.0,New York,Finance,147125.0,2022-09-02,2.5
163.0,54.0,New York,Finance,58817.0,2017-01-21,3.2
164.0,55.0,Chicago,Sales,118675.0,2017-12-05,1.8
165.0,52.0,Houston,Finance,122416.0,2017-08-21,3.8
166.0,37.0,New York,Sales,99992.0,2022-12-23,1.3
167.0,40.0,Houston,Engineering,85612.0,2022-12-28,2.2
168.0,27.0,Chicago,Finance,82207.0,2021-09-01,
169.0,38.0,Phoenix,Finance,121222.0,2017-02-09,2.8
170.0,46.0,Chicago,Engineering,58395.0,2016-07-30,1.8
171.0,40.0,Phoenix,,132914.0,2017-04-17,1.2
172.0,65.0,New York,Sales,76796.0,2016-06-05,3.7
,,Houston,Sales,54518.0,2015-05-18,1.8
174.0,,Phoenix,HR,65615.0,2015-08-24,2.8
175.0,25.0,Chicago,Engineering,84388.0,2023-08-09,1.8
176.0,44.0,New York,Sales,50203.0,2015-01-12,3.5
177.0,38.0,New York,Sales,111827.0,2021-09-24,4.5
178.0,58.0,New York,Sales,89799.0,2016-03-08,3.0
179.0,46.0,Houston,Marketing,139463.0,2022-07-18,1.6
180.0,63.0,Chicago,Marketing,108774.0,2016-04-25,1.6
181.0,43.0,Phoenix,Engineering,47800.0,2019-01-16,1.3
182.0,55.0,Phoenix,HR,93771.0,2023-08-03,1.2
183.0,38.0,Los Angeles,Sales,52693.0,2021-09-03,1.8
184.0,35.0,Los Angeles,Engineering,77832.0,2015-02-13,
185.0,46.0,Phoenix,Engineering,91904.0,2023-07-15,4.7
186.0,49.0,New York,Engineering,141190.0,2018-10-27,2.6
187.0,33.0,Houston,Finance,94636.0,2016-08-04,2.7
188.0,39.0,New York,Engineering,61824.0,2021-11-11,2.8
189.0,42.0,New York,Sales,126872.0,2015-09-26,4.4
190.0,37.0,Chicago,Finance,90715.0,2022-07-27,2.9
191.0,60.0,Chicago,Engineering,111030.0,2019-08-22,3.9
192.0,27.0,New York,HR,121852.0,,4.5
193.0,57.0,Los Angeles,Engineering,86567.0,2020-06-01,4.1
194.0,56.0,New York,Sales,44383.0,2020-07-29,2.5
195.0,55.0,Chicago,Engineering,92494.0,2022-10-24,3.9
196.0,56.0,Phoenix,,59337.0,2019-07-25,3.1
197.0,57.0,Houston,HR,73561.0,2018-10-16,2.8
198.0,59.0,Phoenix,Sales,46666.0,2021-07-14,3.9
199.0,24.0,Houston,Sales,113124.0,,4.8
200.0,35.0,Houston,Finance,,2022-05-19,4.4
201.0,52.0,Houston,Sales,117694.0,2020-06-15,2.0
202.0,27.0,Chicago,Engineering,128277.0,2022-02-18,4.1
203.0,22.0,Houston,Sales,105120.0,2023-06-24,1.8
204.0,37.0,Houston,Engineering,90912.0,2016-03-20,4.4
205.0,39.0,Phoenix,Marketing,40904.0,2020-06-14,1.8
,49.0,Chicago,Finance,88566.0,2023-09-17,3.4
207.0,41.0,New York,Engineering,93225.0,2015-12-28,3.2
208.0,24.0,Chicago,Sales,94952.0,2021-06-16,2.3
209.0,55.0,New York,Engineering,115255.0,2017-05-31,
210.0,58.0,Houston,Sales,48199.0,2019-01-21,2.8
211.0,53.0,Houston,,128988.0,2018-01-10,4.3
212.0,39.0,Los Angeles,HR,129388.0,2015-11-26,5.0
213.0,52.0,New York,Finance,41163.0,2020-12-10,
214.0,,Chicago,Finance,45135.0,2021-04-18,2.5
215.0,57.0,Phoenix,HR,90186.0,2022-01-12,4.2
216.0,30.0,Los Angeles,Engineering,71246.0,2023-03-14,3.6
217.0,61.0,Houston,Sales,130608.0,2020-01-31,2.7
218.0,63.0,Los Angeles,Engineering,122267.0,2019-09-09,4.9
219.0,47.0,Chicago,Engineering,94226.0,2015-01-11,2.5
220.0,54.0,New York,Marketing,47416.0,2015-10-12,4.1
221.0,63.0,Houston,Marketing,76171.0,2023-12-29,3.2
222.0,46.0,Phoenix,HR,70103.0,2021-03-02,4.5
223.0,,Phoenix,Marketing,78143.0,2015-02-22,4.7
224.0,30.0,Houston,Marketing,107723.0,2018-12-08,
225.0,35.0,Los Angeles,Sales,42119.0,2015-03-05,3.2
226.0,35.0,Los Angeles,HR,92345.0,2022-07-29,4.9
227.0,34.0,Los Angeles,Engineering,53574.0,2020-08-30,2.7
228.0,59.0,Chicago,HR,105608.0,2018-12-01,3.7
229.0,58.0,Chicago,Marketing,95886.0,2016-07-14,3.2
230.0,26.0,Houston,Sales,115767.0,2024-06-04,2.4
231.0,49.0,Los Angeles,Sales,54116.0,2015-11-11,1.2
232.0,49.0,Phoenix,Sales,129921.0,2016-09-29,3.5
233.0,57.0,Phoenix,Engineering,77167.0,2018-12-29,4.4
234.0,51.0,Houston,HR,129071.0,2021-11-05,4.5
235.0,60.0,Chicago,Engineering,108258.0,2023-03-16,1.6
236.0,39.0,Los Angeles,Marketing,51045.0,2023-09-28,
237.0,63.0,Los Angeles,Finance,132115.0,2020-08-28,2.5
238.0,48.0,Houston,Sales,147559.0,2021-11-15,3.9
239.0,30.0,Houston,HR,60203.0,2015-11-08,3.4
240.0,34.0,New York,Marketing,146791.0,2015-07-01,4.2
241.0,22.0,Los Angeles,Finance,139303.0,2023-11-17,4.9
242.0,60.0,Phoenix,HR,105548.0,2020-05-16,1.4
243.0,24.0,Los Angeles,Marketing,99495.0,2016-03-23,3.7
244.0,50.0,New York,Marketing,128488.0,2021-09-28,3.4
245.0,49.0,Chicago,Engineering,143357.0,2019-04-06,4.9
246.0,21.0,Los Angeles,,73159.0,2017-05-10,2.7
247.0,,Phoenix,Engineering,75282.0,2024-11-22,3.6
248.0,57.0,Los Angeles,HR,88024.0,2017-12-09,2.1
249.0,30.0,Houston,Sales,134828.0,2023-06-22,1.6
250.0,21.0,Chicago,HR,98580.0,2017-12-01,2.0
251.0,48.0,New York,,110449.0,2021-06-25,2.5
252.0,56.0,Chicago,HR,83926.0,2015-11-12,3.5
253.0,22.0,Phoenix,Marketing,126772.0,2019-12-20,1.5
254.0,35.0,Phoenix,Marketing,46653.0,2020-08-09,4.2
255.0,35.0,Chicago,Finance,40617.0,2023-02-24,1.1
256.0,22.0,Phoenix,HR,136009.0,2024-12-16,
257.0,59.0,New York,Sales,98921.0,2019-03-29,3.8
258.0,45.0,Phoenix,Sales,99207.0,2019-07-03,2.2
259.0,35.0,Phoenix,Marketing,144889.0,2018-05-28,4.8
260.0,57.0,Chicago,Sales,,2024-02-18,3.1
261.0,53.0,Phoenix,Sales,51077.0,2024-09-03,1.3
262.0,58.0,Los Angeles,HR,72044.0,2022-03-11,1.9
263.0,64.0,Houston,HR,118057.0,2021-04-20,1.1
264.0,64.0,Los Angeles,Sales,69872.0,2016-02-20,2.5
265.0,49.0,Chicago,Sales,106899.0,2015-01-14,1.4
266.0,48.0,Los Angeles,,138613.0,2023-02-22,1.9
267.0,37.0,Phoenix,Sales,141092.0,2024-07-11,2.2
268.0,49.0,Phoenix,HR,119833.0,2022-10-19,2.2
269.0,58.0,,Finance,112669.0,2024-05-20,2.2
270.0,47.0,New York,Sales,119617.0,2022-01-30,3.6
271.0,28.0,Houston,Marketing,143206.0,2018-09-01,1.7
272.0,41.0,New York,Finance,101899.0,2022-06-23,2.2
273.0,31.0,Chicago,Finance,71122.0,2020-04-01,4.4
274.0,56.0,Phoenix,Engineering,101155.0,2017-06-20,3.3
275.0,57.0,Phoenix,Engineering,40409.0,2020-03-15,1.1
276.0,39.0,Chicago,Marketing,75485.0,2020-06-10,4.6
277.0,64.0,Los Angeles,Finance,61442.0,2017-02-23,2.6
278.0,55.0,Los Angeles,,64513.0,2017-04-13,4.9
279.0,56.0,Phoenix,HR,138946.0,,3.9
280.0,63.0,Phoenix,HR,56792.0,2020-03-20,1.6
281.0,65.0,Houston,Marketing,100172.0,2022-06-20,4.7
282.0,28.0,Houston,Sales,47926.0,2018-06-06,4.8
283.0,55.0,Chicago,Engineering,83700.0,2022-04-18,1.2
284.0,45.0,,Sales,88756.0,2017-02-22,2.5
285.0,63.0,,Finance,124852.0,,
286.0,62.0,Los Angeles,Marketing,76423.0,2015-01-18,4.0
287.0,42.0,Los Angeles,Sales,71471.0,2018-08-08,3.1
288.0,32.0,Chicago,Marketing,109408.0,2024-04-24,2.1
289.0,58.0,Phoenix,Sales,135819.0,2018-02-22,1.7
290.0,49.0,Phoenix,Engineering,92221.0,2019-10-14,1.3
291.0,39.0,Los Angeles,Marketing,70735.0,2018-01-25,2.7
292.0,60.0,New York,Finance,41433.0,2021-12-06,1.2
293.0,37.0,Phoenix,Engineering,102855.0,2018-03-02,2.1
294.0,63.0,Phoenix,HR,126219.0,2018-05-03,3.1
295.0,49.0,Houston,Finance,132043.0,2017-05-12,4.0
296.0,63.0,New York,Sales,,2021-04-12,4.3
297.0,26.0,Chicago,Engineering,61465.0,2024-03-16,3.4
298.0,64.0,Los Angeles,Marketing,145333.0,2023-02-07,1.2
299.0,31.0,Los Angeles,Sales,,2016-03-25,4.7
300.0,57.0,New York,HR,85366.0,2016-06-22,1.1
301.0,30.0,Los Angeles,Marketing,120406.0,2016-07-10,1.8
302.0,59.0,Phoenix,Engineering,98373.0,2022-08-28,
303.0,25.0,New York,HR,117143.0,2023-10-25,2.5
304.0,55.0,Houston,Engineering,97989.0,2023-08-31,4.7
305.0,29.0,Chicago,Marketing,95181.0,2019-09-12,2.3
306.0,34.0,Chicago,Sales,63511.0,2023-05-12,1.3
307.0,30.0,Houston,Marketing,123364.0,2017-09-22,1.3
308.0,51.0,Los Angeles,Finance,88773.0,2015-07-13,1.7
309.0,30.0,Houston,HR,59709.0,2015-08-03,4.6
310.0,57.0,New York,Sales,73250.0,2016-03-29,4.9
311.0,48.0,Houston,Engineering,142559.0,2023-07-15,2.3
312.0,45.0,Phoenix,Sales,132924.0,2023-01-13,3.9
313.0,24.0,Houston,HR,139730.0,2021-01-16,4.5
314.0,62.0,Houston,HR,42213.0,2023-04-23,3.0
315.0,27.0,New York,Marketing,77612.0,2017-09-08,4.8
316.0,56.0,Chicago,Finance,87675.0,2016-02-09,4.6
317.0,25.0,Phoenix,Marketing,41952.0,2024-11-03,4.3
318.0,39.0,Los Angeles,Sales,145941.0,2018-05-16,1.4
319.0,23.0,Houston,Engineering,84083.0,2022-11-04,1.9
320.0,27.0,New York,Finance,149649.0,2024-08-09,4.2
321.0,40.0,Houston,Sales,71582.0,2021-11-30,2.0
322.0,24.0,Chicago,Engineering,144597.0,2024-04-27,4.1
323.0,59.0,New York,,62495.0,2015-06-05,2.6
324.0,43.0,Los Angeles,Marketing,99962.0,2024-11-08,2.0
325.0,32.0,Los Angeles,,131999.0,2022-11-28,2.1
326.0,51.0,Houston,Finance,108973.0,2023-01-18,2.2
327.0,37.0,,HR,120811.0,2019-06-01,2.6
328.0,43.0,Chicago,Finance,71374.0,2015-05-09,4.9
329.0,26.0,Los Angeles,HR,110320.0,2021-02-01,2.9
330.0,27.0,New York,Sales,143050.0,2021-10-05,1.2
331.0,63.0,Los Angeles,HR,73462.0,2024-02-29,3.1
332.0,48.0,Houston,Engineering,139772.0,2022-04-23,2.2
333.0,42.0,Chicago,Marketing,80615.0,2020-11-04,1.2
334.0,55.0,New York,Sales,85618.0,2021-05-22,1.5
335.0,39.0,Houston,Finance,113992.0,2024-08-19,4.4
336.0,60.0,Chicago,Sales,70551.0,2016-01-17,3.8
337.0,61.0,Los Angeles,HR,122313.0,2016-02-17,1.6
338.0,55.0,New York,Engineering,56466.0,2021-02-11,3.2
339.0,43.0,Houston,Finance,99207.0,2021-10-28,4.0
340.0,35.0,Phoenix,Marketing,145699.0,2021-06-18,2.2
341.0,47.0,Phoenix,Finance,52031.0,2024-11-02,2.4
342.0,62.0,New York,HR,143366.0,2018-10-29,2.0
343.0,33.0,Los Angeles,Engineering,110742.0,2018-06-04,4.1
344.0,21.0,New York,Finance,101161.0,2017-03-30,3.4
345.0,49.0,Phoenix,Engineering,88597.0,2018-11-26,4.9
346.0,36.0,Houston,Finance,52361.0,2017-01-16,3.4
347.0,55.0,New York,Engineering,80994.0,2020-08-29,2.1
348.0,26.0,New York,,44479.0,2016-01-27,2.4
349.0,56.0,New York,HR,135780.0,2022-11-30,2.1
350.0,22.0,Phoenix,Finance,76822.0,2019-02-27,1.9
351.0,50.0,New York,HR,147270.0,2022-10-22,4.0
,61.0,New York,Finance,73142.0,2023-08-07,3.9
353.0,60.0,New York,Finance,106713.0,2015-02-23,3.3
354.0,59.0,New York,Sales,60352.0,2016-08-09,2.7
355.0,33.0,Chicago,,135014.0,2018-11-19,1.4
356.0,64.0,Phoenix,Engineering,73456.0,2022-01-28,1.3
357.0,44.0,Los Angeles,Marketing,131309.0,2020-09-15,1.0
358.0,35.0,Phoenix,Marketing,81274.0,2020-04-09,2.3
359.0,53.0,Chicago,HR,48973.0,2022-04-01,4.2
360.0,53.0,New York,Sales,114755.0,,2.3
361.0,24.0,Los Angeles,HR,,2022-07-30,4.2
362.0,24.0,Chicago,HR,113394.0,2019-04-02,3.9
363.0,30.0,Phoenix,Marketing,122046.0,2020-09-01,3.5
364.0,62.0,Phoenix,HR,109367.0,2015-10-29,4.6
365.0,60.0,Houston,Sales,135714.0,2018-05-14,3.8
366.0,32.0,New York,Engineering,144356.0,2019-01-22,3.1
367.0,33.0,Houston,Engineering,,2017-07-04,4.0
368.0,54.0,Los Angeles,HR,71206.0,2018-06-24,4.0
369.0,50.0,Houston,Marketing,,,4.3
370.0,35.0,Phoenix,HR,54684.0,2016-12-20,3.1
371.0,,New York,Finance,85064.0,2019-07-14,4.5
372.0,32.0,New York,Finance,110570.0,2020-10-19,
373.0,52.0,Los Angeles,Engineering,58346.0,2021-05-04,3.0
374.0,31.0,New York,Marketing,114295.0,2023-06-28,2.3
375.0,50.0,New York,Engineering,,,4.7
376.0,24.0,Los Angeles,HR,120528.0,2021-04-19,2.3
377.0,37.0,,HR,81810.0,2020-07-11,1.8
378.0,37.0,Los Angeles,Engineering,65402.0,2015-02-10,3.4
379.0,58.0,Houston,Sales,,2020-09-01,4.8
380.0,54.0,New York,Engineering,96672.0,2024-11-08,3.0
381.0,40.0,Phoenix,Finance,133615.0,2024-07-24,4.9
382.0,29.0,Houston,Sales,62062.0,2020-06-17,
383.0,27.0,Houston,Marketing,105380.0,2022-12-06,4.5
384.0,21.0,Chicago,Engineering,85135.0,2021-07-27,1.3
385.0,52.0,Los Angeles,HR,65097.0,2021-11-20,3.3
386.0,34.0,,Marketing,87195.0,2024-11-27,1.5
387.0,65.0,Phoenix,HR,65372.0,2021-09-03,2.0
388.0,60.0,Houston,HR,145778.0,2017-08-21,4.1
389.0,43.0,Los Angeles,Marketing,137658.0,2021-09-01,3.4
390.0,33.0,Phoenix,Engineering,108592.0,2015-05-06,2.6
391.0,64.0,Los Angeles,Sales,92915.0,2021-01-24,1.5
392.0,30.0,Phoenix,Sales,84553.0,2024-04-06,3.2
,54.0,Phoenix,Marketing,52715.0,2015-04-15,1.3
394.0,50.0,Los Angeles,HR,101046.0,2021-06-05,1.8
395.0,41.0,,HR,88469.0,2021-10-10,2.6
,24.0,Los Angeles,HR,93606.0,2024-11-04,4.5
397.0,23.0,Houston,HR,53386.0,2021-09-22,4.4
398.0,24.0,Los Angeles,Marketing,59549.0,,1.2
399.0,54.0,Houston,HR,86763.0,2024-07-11,4.4
400.0,30.0,Chicago,Engineering,111594.0,2020-09-18,2.2
401.0,65.0,Los Angeles,Marketing,49778.0,2021-06-22,4.1
402.0,25.0,Chicago,Engineering,73480.0,2020-08-11,3.3
403.0,,Los Angeles,Finance,114063.0,2020-08-18,2.4
404.0,26.0,Phoenix,Finance,42563.0,2022-07-18,2.2
405.0,46.0,New York,Finance,142088.0,2022-11-06,2.9
406.0,23.0,Los Angeles,Engineering,,2018-12-05,4.1
407.0,28.0,Houston,Engineering,114501.0,,4.6
408.0,45.0,Chicago,Finance,,2018-05-05,1.5
409.0,25.0,New York,Finance,49349.0,2021-02-13,
410.0,25.0,Houston,Engineering,138377.0,2023-03-28,3.9
411.0,40.0,Los Angeles,Finance,62876.0,2020-05-10,
412.0,58.0,Chicago,Engineering,42978.0,2017-08-28,1.4
413.0,27.0,Los Angeles,HR,52138.0,2021-04-16,2.9
414.0,63.0,Los Angeles,Finance,110470.0,2022-04-01,2.7
415.0,55.0,New York,Finance,111064.0,2015-07-20,3.9
416.0,30.0,New York,HR,110671.0,2023-01-14,4.5
417.0,54.0,Chicago,Sales,65967.0,2019-06-30,2.5
418.0,49.0,Phoenix,,109677.0,2020-12-28,1.8
419.0,33.0,Chicago,Engineering,84654.0,2024-04-23,1.2
420.0,,Houston,Marketing,47283.0,2017-09-25,2.5
421.0,51.0,Los Angeles,HR,54523.0,2024-08-26,4.9
422.0,44.0,Houston,HR,123432.0,2024-12-10,4.6
423.0,33.0,Phoenix,Marketing,148625.0,2019-02-11,3.0
424.0,34.0,Los Angeles,Sales,109979.0,2023-04-08,4.8
425.0,45.0,Chicago,Engineering,123122.0,2020-08-21,3.3
426.0,24.0,Los Angeles,HR,74807.0,2019-11-24,3.5
427.0,21.0,Los Angeles,Marketing,141675.0,2018-09-06,2.6
428.0,31.0,Chicago,Engineering,107608.0,2019-05-28,1.5
429.0,59.0,Chicago,HR,143974.0,2015-09-11,1.4
430.0,36.0,,HR,144523.0,2023-07-05,1.8
